name,n_dialogues,n_sentences_dialogue,n_words_dialogue,n_words_per_sentence,n_extracts_per_summary_rel,n_words_per_extract_rel,n_extracts_per_summary_fine,n_words_per_extract_fine
test,819,7,58,8.285714285714286,4,10.0,4,5.0
test,819,9,58,6.444444444444445,3,7.333333333333333,3,3.6666666666666665
test,819,9,54,6.0,3,10.666666666666666,3,6.0
test,819,7,63,9.0,4,12.75,4,7.25
test,819,7,39,5.571428571428571,2,5.0,2,1.5
test,819,6,51,8.5,2,13.0,2,8.0
test,819,10,98,9.8,5,13.2,7,4.285714285714286
test,819,12,76,6.333333333333333,3,12.0,3,5.333333333333333
test,819,6,28,4.666666666666667,1,6.0,2,1.0
test,819,21,117,5.571428571428571,4,7.0,4,3.0
test,819,5,29,5.8,2,10.0,3,4.333333333333333
test,819,9,65,7.222222222222222,5,10.2,5,6.4
test,819,18,205,11.38888888888889,9,14.444444444444445,10,6.2
test,819,7,47,6.714285714285714,2,12.5,2,5.5
test,819,5,21,4.2,1,9.0,1,5.0
test,819,11,95,8.636363636363637,6,11.833333333333334,7,5.285714285714286
test,819,14,130,9.285714285714286,5,13.0,7,6.0
test,819,10,72,7.2,4,9.75,6,4.666666666666667
test,819,7,59,8.428571428571429,3,16.0,2,7.0
test,819,8,44,5.5,2,6.5,2,3.5
test,819,8,56,7.0,2,19.5,1,13.0
test,819,7,75,10.714285714285714,4,14.75,4,9.25
test,819,20,323,16.15,11,21.636363636363637,7,9.714285714285714
test,819,6,28,4.666666666666667,3,6.333333333333333,5,2.4
test,819,6,65,10.833333333333334,2,15.5,2,5.0
test,819,22,239,10.863636363636363,8,16.0,7,10.714285714285714
test,819,11,124,11.272727272727273,7,15.142857142857142,7,5.571428571428571
test,819,16,128,8.0,7,9.714285714285714,8,4.5
test,819,7,45,6.428571428571429,1,3.0,1,1.0
test,819,25,287,11.48,5,20.0,6,6.833333333333333
test,819,11,80,7.2727272727272725,6,10.333333333333334,7,6.428571428571429
test,819,21,122,5.809523809523809,7,7.428571428571429,5,3.4
test,819,7,67,9.571428571428571,4,12.25,4,6.25
test,819,15,102,6.8,7,9.285714285714286,8,5.125
test,819,19,124,6.526315789473684,11,8.727272727272727,10,4.8
test,819,14,83,5.928571428571429,3,7.333333333333333,3,4.0
test,819,23,230,10.0,12,13.75,11,6.090909090909091
test,819,6,55,9.166666666666666,3,13.333333333333334,2,2.5
test,819,7,31,4.428571428571429,2,6.5,2,3.0
test,819,21,132,6.285714285714286,7,9.142857142857142,6,3.0
test,819,13,164,12.615384615384615,9,16.333333333333332,13,7.076923076923077
test,819,5,29,5.8,1,11.0,2,3.5
test,819,11,80,7.2727272727272725,8,8.375,10,4.4
test,819,6,42,7.0,4,9.5,3,6.666666666666667
test,819,15,114,7.6,4,14.5,5,3.2
test,819,4,32,8.0,1,10.0,1,7.0
test,819,6,52,8.666666666666666,2,9.5,2,6.0
test,819,7,50,7.142857142857143,5,8.8,5,4.8
test,819,17,174,10.235294117647058,9,12.0,8,4.0
test,819,7,23,3.2857142857142856,1,7.0,2,2.5
test,819,6,27,4.5,2,4.5,2,1.0
test,819,5,25,5.0,2,7.5,2,3.0
test,819,9,42,4.666666666666667,4,6.75,6,2.1666666666666665
test,819,12,102,8.5,4,10.75,5,6.4
test,819,5,37,7.4,3,11.0,3,5.666666666666667
test,819,5,21,4.2,1,10.0,1,8.0
test,819,6,28,4.666666666666667,2,5.5,2,2.0
test,819,20,204,10.2,11,12.454545454545455,7,5.142857142857143
test,819,20,187,9.35,12,11.583333333333334,11,6.363636363636363
test,819,11,112,10.181818181818182,6,13.0,8,5.25
test,819,7,76,10.857142857142858,3,18.333333333333332,4,6.75
test,819,25,244,9.76,16,11.1875,17,3.235294117647059
test,819,25,245,9.8,9,12.444444444444445,8,4.25
test,819,13,93,7.153846153846154,5,8.6,5,6.0
test,819,15,128,8.533333333333333,6,12.666666666666666,6,8.333333333333334
test,819,6,44,7.333333333333333,2,13.5,2,2.5
test,819,6,51,8.5,3,11.0,4,5.5
test,819,19,343,18.05263157894737,17,19.88235294117647,20,6.6
test,819,12,71,5.916666666666667,4,7.25,4,4.5
test,819,16,113,7.0625,5,9.4,5,4.2
test,819,4,17,4.25,1,8.0,1,4.0
test,819,16,113,7.0625,6,11.166666666666666,6,7.166666666666667
test,819,4,12,3.0,1,6.0,1,3.0
test,819,20,118,5.9,3,6.666666666666667,3,3.6666666666666665
test,819,7,48,6.857142857142857,2,13.0,2,8.0
test,819,18,112,6.222222222222222,6,7.833333333333333,6,3.5
test,819,6,49,8.166666666666666,4,10.0,3,3.6666666666666665
test,819,7,46,6.571428571428571,4,8.25,4,4.0
test,819,9,56,6.222222222222222,4,7.0,4,3.5
test,819,21,179,8.523809523809524,13,10.23076923076923,12,4.833333333333333
test,819,19,142,7.473684210526316,6,9.666666666666666,4,5.5
test,819,13,138,10.615384615384615,10,12.2,12,4.833333333333333
test,819,8,80,10.0,5,13.8,6,7.833333333333333
test,819,14,154,11.0,8,13.875,11,6.090909090909091
test,819,17,186,10.941176470588236,11,12.909090909090908,12,7.0
test,819,8,79,9.875,4,13.5,3,9.0
test,819,7,32,4.571428571428571,4,6.5,3,3.0
test,819,9,58,6.444444444444445,5,8.4,5,5.0
test,819,4,12,3.0,1,5.0,1,1.0
test,819,22,186,8.454545454545455,7,11.428571428571429,7,7.571428571428571
test,819,13,95,7.3076923076923075,2,13.0,2,9.0
test,819,4,26,6.5,3,8.666666666666666,3,5.0
test,819,5,34,6.8,4,8.5,4,3.75
test,819,8,50,6.25,3,7.666666666666667,3,4.0
test,819,7,69,9.857142857142858,6,11.5,5,5.0
test,819,16,149,9.3125,11,11.818181818181818,10,5.0
test,819,17,75,4.411764705882353,3,5.0,5,1.6
test,819,9,89,9.88888888888889,6,11.666666666666666,5,7.6
test,819,6,29,4.833333333333333,1,10.0,1,7.0
test,819,18,149,8.277777777777779,6,11.166666666666666,6,4.166666666666667
test,819,14,204,14.571428571428571,6,24.333333333333332,7,6.142857142857143
test,819,14,115,8.214285714285714,5,13.6,4,6.25
test,819,14,89,6.357142857142857,5,8.0,4,4.5
test,819,22,252,11.454545454545455,12,14.75,10,5.8
test,819,5,16,3.2,1,7.0,1,5.0
test,819,26,324,12.461538461538462,17,16.823529411764707,15,10.133333333333333
test,819,4,21,5.25,2,9.0,4,1.75
test,819,7,49,7.0,6,8.166666666666666,0,0.0
test,819,10,61,6.1,1,14.0,1,6.0
test,819,9,68,7.555555555555555,2,12.5,2,4.0
test,819,8,50,6.25,3,7.333333333333333,4,2.25
test,819,6,28,4.666666666666667,2,6.0,2,3.0
test,819,21,330,15.714285714285714,7,22.285714285714285,2,9.0
test,819,27,140,5.185185185185185,8,7.875,7,5.0
test,819,18,132,7.333333333333333,9,10.11111111111111,6,4.0
test,819,9,59,6.555555555555555,4,7.5,4,2.75
test,819,17,139,8.176470588235293,8,9.875,9,3.5555555555555554
test,819,15,276,18.4,9,25.11111111111111,14,5.785714285714286
test,819,10,121,12.1,4,14.5,4,5.5
test,819,15,123,8.2,8,11.5,7,7.0
test,819,9,77,8.555555555555555,3,16.666666666666668,4,6.75
test,819,7,44,6.285714285714286,4,9.0,4,3.25
test,819,10,59,5.9,5,8.0,6,4.166666666666667
test,819,6,37,6.166666666666667,2,9.5,2,5.5
test,819,12,94,7.833333333333333,2,14.0,1,7.0
test,819,6,31,5.166666666666667,5,6.2,0,0.0
test,819,5,25,5.0,2,5.5,3,1.6666666666666667
test,819,15,83,5.533333333333333,6,7.166666666666667,6,3.6666666666666665
test,819,8,55,6.875,5,8.2,5,4.8
test,819,19,188,9.894736842105264,7,15.857142857142858,6,4.333333333333333
test,819,19,226,11.894736842105264,7,20.285714285714285,4,7.75
test,819,10,58,5.8,4,9.5,5,3.0
test,819,7,61,8.714285714285714,3,16.666666666666668,4,5.75
test,819,5,34,6.8,2,13.0,2,6.5
test,819,10,85,8.5,3,9.666666666666666,3,5.666666666666667
test,819,20,201,10.05,10,12.7,10,4.8
test,819,10,64,6.4,4,11.0,4,6.5
test,819,11,78,7.090909090909091,2,8.0,2,4.5
test,819,15,176,11.733333333333333,5,25.0,4,5.25
test,819,11,67,6.090909090909091,6,7.666666666666667,6,4.166666666666667
test,819,22,111,5.045454545454546,3,8.333333333333334,4,2.75
test,819,21,264,12.571428571428571,15,14.933333333333334,17,6.823529411764706
test,819,17,201,11.823529411764707,9,14.444444444444445,8,8.125
test,819,31,378,12.193548387096774,14,18.785714285714285,14,5.642857142857143
test,819,11,92,8.363636363636363,4,13.25,5,5.6
test,819,7,57,8.142857142857142,1,35.0,1,17.0
test,819,5,38,7.6,3,11.0,3,6.0
test,819,12,69,5.75,1,6.0,1,4.0
test,819,10,52,5.2,7,6.0,7,2.142857142857143
test,819,23,207,9.0,9,12.666666666666666,9,6.0
test,819,12,173,14.416666666666666,8,18.875,9,8.333333333333334
test,819,16,118,7.375,3,8.666666666666666,3,5.333333333333333
test,819,24,369,15.375,15,20.133333333333333,14,10.214285714285714
test,819,14,136,9.714285714285714,5,17.2,8,6.375
test,819,9,66,7.333333333333333,5,9.2,6,4.333333333333333
test,819,25,135,5.4,13,5.923076923076923,15,2.8666666666666667
test,819,9,196,21.77777777777778,4,42.0,9,9.88888888888889
test,819,15,141,9.4,6,13.333333333333334,8,4.0
test,819,7,75,10.714285714285714,2,13.5,2,3.5
test,819,7,37,5.285714285714286,3,7.0,4,3.25
test,819,19,93,4.894736842105263,1,9.0,1,3.0
test,819,8,57,7.125,3,10.333333333333334,5,3.2
test,819,7,61,8.714285714285714,6,10.166666666666666,7,4.285714285714286
test,819,18,194,10.777777777777779,7,11.571428571428571,6,6.166666666666667
test,819,24,196,8.166666666666666,13,9.846153846153847,7,5.142857142857143
test,819,23,191,8.304347826086957,10,11.2,11,5.818181818181818
test,819,14,84,6.0,2,10.5,2,4.0
test,819,9,77,8.555555555555555,4,13.5,4,8.75
test,819,15,181,12.066666666666666,10,13.5,9,6.333333333333333
test,819,6,37,6.166666666666667,3,8.666666666666666,3,4.666666666666667
test,819,16,239,14.9375,10,19.8,13,6.3076923076923075
test,819,21,131,6.238095238095238,7,9.285714285714286,9,4.222222222222222
test,819,14,92,6.571428571428571,5,9.0,5,4.6
test,819,5,36,7.2,2,8.0,4,2.0
test,819,4,17,4.25,1,6.0,1,2.0
test,819,17,146,8.588235294117647,14,9.642857142857142,15,3.8
test,819,11,64,5.818181818181818,2,10.5,2,8.0
test,819,16,174,10.875,8,12.25,7,7.142857142857143
test,819,4,18,4.5,1,10.0,2,1.5
test,819,8,38,4.75,2,5.5,2,3.0
test,819,11,61,5.545454545454546,3,7.333333333333333,3,4.333333333333333
test,819,5,25,5.0,2,7.5,2,4.0
test,819,4,21,5.25,2,8.5,4,1.75
test,819,23,167,7.260869565217392,6,8.5,7,3.857142857142857
test,819,10,133,13.3,5,22.0,7,9.285714285714286
test,819,16,114,7.125,9,8.88888888888889,12,4.166666666666667
test,819,15,147,9.8,6,13.0,6,6.5
test,819,17,196,11.529411764705882,4,14.0,3,6.0
test,819,9,50,5.555555555555555,5,7.6,5,4.2
test,819,8,41,5.125,1,8.0,1,4.0
test,819,7,58,8.285714285714286,2,10.0,2,5.0
test,819,23,307,13.347826086956522,14,16.142857142857142,16,7.4375
test,819,11,59,5.363636363636363,2,13.5,2,10.0
test,819,7,73,10.428571428571429,2,17.5,2,5.0
test,819,9,75,8.333333333333334,6,10.833333333333334,7,4.285714285714286
test,819,10,142,14.2,7,14.857142857142858,8,7.0
test,819,10,60,6.0,4,7.25,4,3.75
test,819,10,61,6.1,3,9.0,3,5.333333333333333
test,819,14,108,7.714285714285714,6,11.5,6,7.5
test,819,4,20,5.0,2,8.5,2,4.5
test,819,6,54,9.0,4,12.0,3,6.666666666666667
test,819,6,42,7.0,3,10.333333333333334,3,4.333333333333333
test,819,9,78,8.666666666666666,7,10.571428571428571,8,5.625
test,819,9,80,8.88888888888889,5,11.6,6,4.166666666666667
test,819,17,111,6.529411764705882,13,7.384615384615385,13,4.153846153846154
test,819,24,240,10.0,6,12.666666666666666,6,8.0
test,819,11,61,5.545454545454546,3,5.666666666666667,3,1.6666666666666667
test,819,15,106,7.066666666666666,9,8.444444444444445,10,4.6
test,819,11,108,9.818181818181818,9,11.666666666666666,12,4.583333333333333
test,819,4,12,3.0,1,6.0,2,1.0
test,819,9,82,9.11111111111111,6,11.0,6,6.5
test,819,16,126,7.875,9,9.444444444444445,10,5.9
test,819,10,52,5.2,3,9.333333333333334,3,4.666666666666667
test,819,9,45,5.0,4,6.5,3,4.333333333333333
test,819,21,242,11.523809523809524,13,13.23076923076923,15,5.4
test,819,12,106,8.833333333333334,7,11.571428571428571,6,6.0
test,819,5,24,4.8,2,7.5,3,3.3333333333333335
test,819,20,127,6.35,3,8.0,4,3.75
test,819,8,41,5.125,5,6.8,5,4.4
test,819,11,96,8.727272727272727,5,10.6,5,6.4
test,819,7,45,6.428571428571429,3,6.666666666666667,4,2.25
test,819,4,23,5.75,2,8.0,2,3.5
test,819,6,41,6.833333333333333,4,9.5,5,5.4
test,819,5,31,6.2,2,10.0,2,6.0
test,819,14,98,7.0,1,7.0,1,4.0
test,819,16,184,11.5,11,14.363636363636363,12,7.25
test,819,7,58,8.285714285714286,2,20.0,1,8.0
test,819,9,98,10.88888888888889,6,13.0,7,6.714285714285714
test,819,12,67,5.583333333333333,3,8.666666666666666,5,2.8
test,819,22,193,8.772727272727273,8,10.875,8,6.125
test,819,23,240,10.434782608695652,12,14.0,14,7.214285714285714
test,819,9,98,10.88888888888889,4,17.25,4,4.75
test,819,17,139,8.176470588235293,7,9.857142857142858,8,2.125
test,819,9,81,9.0,5,14.0,4,8.5
test,819,26,200,7.6923076923076925,12,8.5,10,4.0
test,819,16,165,10.3125,9,13.88888888888889,12,5.333333333333333
test,819,7,34,4.857142857142857,3,6.0,3,1.6666666666666667
test,819,25,167,6.68,13,7.923076923076923,10,3.9
test,819,11,88,8.0,4,11.25,4,5.75
test,819,30,340,11.333333333333334,20,14.1,17,8.529411764705882
test,819,30,384,12.8,20,15.75,17,5.764705882352941
test,819,5,25,5.0,1,9.0,1,5.0
test,819,5,30,6.0,2,10.5,2,6.5
test,819,6,26,4.333333333333333,2,5.5,3,2.3333333333333335
test,819,15,182,12.133333333333333,8,15.375,11,5.181818181818182
test,819,21,137,6.523809523809524,4,12.0,3,3.6666666666666665
test,819,6,44,7.333333333333333,3,10.666666666666666,3,5.666666666666667
test,819,14,151,10.785714285714286,9,12.88888888888889,11,6.181818181818182
test,819,13,84,6.461538461538462,2,7.0,2,4.5
test,819,13,104,8.0,3,15.333333333333334,3,6.333333333333333
test,819,26,290,11.153846153846153,18,13.944444444444445,13,7.769230769230769
test,819,13,110,8.461538461538462,7,9.857142857142858,6,6.0
test,819,29,377,13.0,16,15.25,17,6.764705882352941
test,819,8,38,4.75,2,8.5,2,5.0
test,819,7,71,10.142857142857142,3,16.0,3,5.0
test,819,8,34,4.25,2,5.5,2,2.0
test,819,16,117,7.3125,6,10.333333333333334,6,6.833333333333333
test,819,12,219,18.25,8,24.5,11,6.7272727272727275
test,819,21,174,8.285714285714286,7,10.428571428571429,6,3.6666666666666665
test,819,7,64,9.142857142857142,3,17.666666666666668,4,6.25
test,819,4,29,7.25,1,15.0,1,6.0
test,819,19,161,8.473684210526315,5,14.8,4,8.25
test,819,10,61,6.1,5,8.0,6,4.166666666666667
test,819,8,65,8.125,5,9.8,5,2.6
test,819,15,79,5.266666666666667,7,6.571428571428571,6,3.0
test,819,25,210,8.4,8,10.75,6,4.5
test,819,14,110,7.857142857142857,4,10.75,5,5.2
test,819,4,17,4.25,2,6.5,2,4.0
test,819,6,59,9.833333333333334,3,12.666666666666666,3,9.666666666666666
test,819,6,28,4.666666666666667,2,8.5,2,5.5
test,819,8,82,10.25,5,14.6,4,10.25
test,819,7,40,5.714285714285714,1,7.0,1,4.0
test,819,15,123,8.2,7,12.428571428571429,7,8.142857142857142
test,819,5,24,4.8,2,8.0,2,4.0
test,819,25,202,8.08,7,11.857142857142858,9,5.888888888888889
test,819,10,75,7.5,4,7.75,4,4.25
test,819,4,27,6.75,2,10.5,3,5.666666666666667
test,819,15,124,8.266666666666667,7,11.285714285714286,7,5.0
test,819,19,195,10.263157894736842,11,13.363636363636363,13,3.923076923076923
test,819,9,46,5.111111111111111,1,5.0,1,2.0
test,819,8,40,5.0,2,8.0,2,5.0
test,819,8,82,10.25,4,14.75,6,6.5
test,819,11,104,9.454545454545455,4,15.5,4,6.0
test,819,10,70,7.0,3,10.0,3,5.666666666666667
test,819,14,109,7.785714285714286,9,8.666666666666666,15,2.533333333333333
test,819,12,144,12.0,9,14.444444444444445,11,6.363636363636363
test,819,6,41,6.833333333333333,3,10.0,3,6.666666666666667
test,819,10,93,9.3,5,13.8,6,6.833333333333333
test,819,19,185,9.736842105263158,9,12.11111111111111,8,5.25
test,819,6,30,5.0,3,6.666666666666667,3,4.0
test,819,16,240,15.0,10,20.5,8,7.0
test,819,10,90,9.0,6,10.833333333333334,5,5.8
test,819,18,103,5.722222222222222,8,7.375,8,3.75
test,819,5,23,4.6,2,6.5,3,2.3333333333333335
test,819,13,104,8.0,6,10.0,6,5.666666666666667
test,819,4,20,5.0,1,9.0,1,6.0
test,819,5,19,3.8,3,5.333333333333333,3,2.6666666666666665
test,819,5,30,6.0,2,9.5,2,5.5
test,819,26,541,20.807692307692307,23,23.043478260869566,26,6.923076923076923
test,819,13,147,11.307692307692308,4,24.25,3,13.0
test,819,9,54,6.0,4,9.25,5,4.0
test,819,11,138,12.545454545454545,5,18.4,4,9.5
test,819,10,81,8.1,5,9.6,5,5.0
test,819,9,46,5.111111111111111,3,6.666666666666667,3,4.0
test,819,14,86,6.142857142857143,2,12.0,2,6.0
test,819,7,101,14.428571428571429,6,16.833333333333332,7,4.714285714285714
test,819,12,91,7.583333333333333,3,11.666666666666666,5,4.6
test,819,13,115,8.846153846153847,7,12.857142857142858,10,4.3
test,819,5,43,8.6,3,10.333333333333334,3,4.666666666666667
test,819,21,150,7.142857142857143,13,8.692307692307692,15,3.933333333333333
test,819,7,83,11.857142857142858,4,15.0,6,6.666666666666667
test,819,28,266,9.5,16,11.1875,15,6.066666666666666
test,819,4,22,5.5,1,10.0,1,7.0
test,819,9,71,7.888888888888889,4,12.0,4,7.5
test,819,7,57,8.142857142857142,2,11.5,2,7.5
test,819,13,101,7.769230769230769,3,8.666666666666666,2,4.0
test,819,14,86,6.142857142857143,8,8.5,7,3.2857142857142856
test,819,9,43,4.777777777777778,2,5.5,2,2.5
test,819,16,214,13.375,13,15.538461538461538,18,5.611111111111111
test,819,16,231,14.4375,7,21.0,6,9.0
test,819,15,216,14.4,8,20.625,12,5.25
test,819,9,52,5.777777777777778,2,8.0,2,4.0
test,819,29,292,10.068965517241379,20,11.8,18,6.166666666666667
test,819,15,116,7.733333333333333,4,7.75,3,4.333333333333333
test,819,16,125,7.8125,6,10.0,6,5.333333333333333
test,819,9,46,5.111111111111111,5,6.6,5,2.4
test,819,8,60,7.5,4,12.0,5,3.6
test,819,6,33,5.5,4,6.5,4,2.5
test,819,22,171,7.7727272727272725,10,9.6,10,4.3
test,819,14,74,5.285714285714286,1,6.0,1,3.0
test,819,5,34,6.8,4,8.5,6,3.5
test,819,11,62,5.636363636363637,3,8.333333333333334,3,4.333333333333333
test,819,7,79,11.285714285714286,5,14.0,7,3.7142857142857144
test,819,5,23,4.6,2,7.0,2,2.5
test,819,8,67,8.375,3,17.666666666666668,3,11.0
test,819,7,40,5.714285714285714,5,7.0,6,3.0
test,819,24,247,10.291666666666666,12,15.416666666666666,13,6.3076923076923075
test,819,11,146,13.272727272727273,6,21.166666666666668,6,11.333333333333334
test,819,16,185,11.5625,8,19.75,9,11.444444444444445
test,819,20,182,9.1,7,10.714285714285714,7,5.714285714285714
test,819,8,46,5.75,5,8.0,5,4.0
test,819,4,12,3.0,1,6.0,1,2.0
test,819,16,98,6.125,7,9.0,7,3.5714285714285716
test,819,12,73,6.083333333333333,5,8.6,5,5.0
test,819,18,165,9.166666666666666,5,16.6,4,4.5
test,819,10,109,10.9,8,12.375,9,6.777777777777778
test,819,30,391,13.033333333333333,18,17.77777777777778,17,6.588235294117647
test,819,21,275,13.095238095238095,7,25.714285714285715,7,8.285714285714286
test,819,17,149,8.764705882352942,5,12.4,5,6.8
test,819,7,37,5.285714285714286,2,10.5,2,4.0
test,819,16,154,9.625,7,10.285714285714286,7,6.142857142857143
test,819,5,20,4.0,1,8.0,1,2.0
test,819,18,125,6.944444444444445,9,8.444444444444445,9,3.2222222222222223
test,819,15,109,7.266666666666667,10,8.6,8,3.5
test,819,6,63,10.5,3,15.333333333333334,2,14.0
test,819,15,158,10.533333333333333,6,14.666666666666666,5,9.8
test,819,5,20,4.0,1,4.0,1,1.0
test,819,16,93,5.8125,5,7.4,5,4.0
test,819,9,55,6.111111111111111,3,7.666666666666667,4,3.75
test,819,6,45,7.5,4,8.75,4,4.0
test,819,5,24,4.8,1,8.0,1,5.0
test,819,23,404,17.565217391304348,13,25.0,10,10.3
test,819,9,52,5.777777777777778,3,6.333333333333333,4,3.0
test,819,21,186,8.857142857142858,15,10.8,20,4.5
test,819,7,46,6.571428571428571,3,8.333333333333334,3,4.666666666666667
test,819,9,67,7.444444444444445,5,9.0,5,3.6
test,819,9,54,6.0,5,7.4,4,3.5
test,819,21,183,8.714285714285714,12,9.75,13,4.3076923076923075
test,819,16,180,11.25,8,13.625,9,6.222222222222222
test,819,11,132,12.0,7,16.857142857142858,3,16.333333333333332
test,819,15,86,5.733333333333333,4,6.5,4,3.5
test,819,15,125,8.333333333333334,6,12.166666666666666,6,6.666666666666667
test,819,12,77,6.416666666666667,2,10.0,2,5.5
test,819,7,124,17.714285714285715,5,22.8,8,6.25
test,819,31,202,6.516129032258065,12,10.0,12,4.083333333333333
test,819,15,106,7.066666666666666,5,9.8,4,5.5
test,819,15,149,9.933333333333334,8,12.5,5,7.8
test,819,16,161,10.0625,8,13.25,9,5.888888888888889
test,819,19,305,16.05263157894737,18,16.944444444444443,21,7.476190476190476
test,819,29,321,11.068965517241379,18,15.0,16,7.1875
test,819,12,84,7.0,4,9.5,4,5.75
test,819,10,83,8.3,6,10.833333333333334,5,5.6
test,819,20,162,8.1,6,13.166666666666666,5,8.2
test,819,12,157,13.083333333333334,1,39.0,1,26.0
test,819,10,115,11.5,6,13.333333333333334,6,7.833333333333333
test,819,7,56,8.0,2,17.5,2,9.5
test,819,13,84,6.461538461538462,7,8.142857142857142,7,5.285714285714286
test,819,17,167,9.823529411764707,9,14.444444444444445,9,6.222222222222222
test,819,5,41,8.2,2,11.5,2,5.5
test,819,5,15,3.0,2,4.0,2,1.0
test,819,11,92,8.363636363636363,3,8.666666666666666,3,2.3333333333333335
test,819,4,31,7.75,2,11.0,1,3.0
test,819,6,59,9.833333333333334,3,13.333333333333334,3,7.666666666666667
test,819,11,109,9.909090909090908,5,17.8,5,9.8
test,819,10,116,11.6,6,16.5,8,4.25
test,819,7,60,8.571428571428571,5,10.4,6,5.333333333333333
test,819,21,167,7.9523809523809526,8,10.5,9,4.333333333333333
test,819,6,33,5.5,3,6.666666666666667,3,2.3333333333333335
test,819,11,103,9.363636363636363,8,11.25,8,6.625
test,819,5,28,5.6,1,13.0,1,9.0
test,819,8,41,5.125,2,8.5,3,3.6666666666666665
test,819,10,61,6.1,2,7.5,3,2.3333333333333335
test,819,7,54,7.714285714285714,2,15.0,2,6.0
test,819,19,132,6.947368421052632,11,8.636363636363637,10,3.8
test,819,22,150,6.818181818181818,7,8.285714285714286,6,3.1666666666666665
test,819,15,113,7.533333333333333,6,12.0,4,6.25
test,819,24,275,11.458333333333334,13,14.076923076923077,12,6.916666666666667
test,819,13,130,10.0,6,16.0,8,4.375
test,819,10,48,4.8,4,5.5,4,2.0
test,819,19,156,8.210526315789474,9,9.222222222222221,9,5.111111111111111
test,819,13,105,8.076923076923077,5,11.8,6,4.166666666666667
test,819,5,54,10.8,4,13.5,3,9.333333333333334
test,819,10,87,8.7,6,10.666666666666666,7,5.714285714285714
test,819,6,59,9.833333333333334,4,11.75,4,7.5
test,819,5,35,7.0,2,11.5,2,7.0
test,819,13,157,12.076923076923077,8,16.625,5,7.2
test,819,9,61,6.777777777777778,4,11.75,5,4.4
test,819,19,121,6.368421052631579,5,11.0,6,3.6666666666666665
test,819,9,104,11.555555555555555,6,14.666666666666666,5,6.2
test,819,11,83,7.545454545454546,1,15.0,2,5.0
test,819,23,198,8.608695652173912,7,13.0,6,8.333333333333334
